{\rtf1\ansi\ansicpg1252\cocoartf2709
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\cssrgb\c0\c0\c0;}
\margl1440\margr1440\vieww11520\viewh8400\viewkind0
\deftab720
\pard\pardeftab720\partightenfactor0

\f0\fs26 \cf0 \expnd0\expndtw0\kerning0
\outl0\strokewidth0 \strokec2 Zipcode,Income per capita,Median household income,Poverty, Median age,Median home value,Median monthly owner cost,Total Population,White Population,Black Population,American Indian Population,Asian Population,Hispanic Population,Population identifying as 2+ races,Percent of transit public transport\
1107,17650.0,30457.0,4805.0,28.2,164900.0,1271.0,11693.0,7023.0,1497.0,39.0,87.0,9252.0,844.0,257.0\
1119,24712.0,48324.0,2016.0,38.2,161400.0,1445.0,13253.0,8615.0,2483.0,66.0,681.0,3705.0,989.0,50.0\
33635,35068.0,71768.0,2492.0,37.9,216500.0,1751.0,19590.0,15744.0,886.0,25.0,1088.0,6425.0,980.0,38.0\
14610,56713.0,63981.0,1520.0,44.4,180500.0,1534.0,13373.0,11440.0,865.0,15.0,364.0,706.0,495.0,124.0\
14611,16283.0,26417.0,6719.0,30.6,59300.0,936.0,17429.0,4618.0,10491.0,132.0,298.0,2571.0,1494.0,638.0\
14718,25423.0,53885.0,233.0,45.6,100100.0,1105.0,1899.0,1621.0,198.0,2.0,10.0,59.0,22.0,0.0\
14719,27175.0,51511.0,414.0,45.7,86200.0,1079.0,3283.0,3138.0,8.0,9.0,5.0,83.0,59.0,5.0\
14737,24228.0,48316.0,848.0,43.6,79000.0,1078.0,4272.0,4050.0,7.0,30.0,4.0,224.0,153.0,7.0\
14748,26546.0,27157.0,141.0,45.1,68600.0,1125.0,548.0,382.0,0.0,155.0,3.0,0.0,3.0,5.0\
14757,31576.0,60536.0,428.0,41.0,150600.0,1269.0,3371.0,3084.0,100.0,4.0,10.0,85.0,99.0,4.0\
14802,7724.0,34107.0,264.0,20.0,115500.0,1154.0,4171.0,3288.0,445.0,27.0,196.0,367.0,132.0,11.0\
14817,31185.0,66799.0,97.0,35.4,176800.0,1504.0,2508.0,2127.0,68.0,0.0,49.0,66.0,199.0,10.0\
14821,26887.0,60571.0,487.0,46.5,122100.0,1352.0,3141.0,3062.0,9.0,7.0,33.0,63.0,27.0,3.0\
14825,35920.0,71716.0,21.0,52.4,114100.0,1216.0,784.0,772.0,1.0,0.0,5.0,0.0,6.0,5.0\
14845,34955.0,62063.0,1508.0,45.5,146600.0,1397.0,20401.0,17998.0,667.0,0.0,818.0,360.0,847.0,68.0\
14880,24235.0,48625.0,377.0,52.5,84000.0,999.0,1847.0,1781.0,3.0,0.0,31.0,26.0,28.0,0.0\
14883,29483.0,58388.0,465.0,36.8,152800.0,1575.0,4808.0,4416.0,217.0,4.0,97.0,82.0,74.0,1.0\
14891,29451.0,51563.0,673.0,46.3,126200.0,1214.0,4536.0,4224.0,54.0,0.0,109.0,127.0,116.0,2.0\
14892,28055.0,49899.0,1013.0,40.2,112700.0,1162.0,7748.0,7334.0,154.0,0.0,42.0,179.0,188.0,35.0\
14894,28603.0,59565.0,75.0,50.8,94800.0,1189.0,1051.0,1028.0,7.0,0.0,0.0,5.0,16.0,0.0\
14897,21729.0,43546.0,152.0,35.8,63700.0,918.0,772.0,772.0,0.0,0.0,0.0,5.0,0.0,2.0\
14903,42790.0,60631.0,1133.0,46.1,119400.0,1233.0,7186.0,6441.0,196.0,77.0,23.0,262.0,420.0,20.0\
14904,24880.0,45912.0,2920.0,35.7,73100.0,857.0,15109.0,12721.0,1382.0,190.0,2.0,635.0,707.0,173.0\
14816,31850.0,65625.0,4.0,42.7,93300.0,1121.0,544.0,478.0,0.0,4.0,38.0,131.0,24.0,0.0\
14727,29288.0,53264.0,653.0,46.7,87400.0,1121.0,5385.0,5284.0,4.0,15.0,18.0,60.0,59.0,0.0\
14747,29903.0,54545.0,305.0,41.2,75200.0,988.0,2015.0,1987.0,5.0,15.0,0.0,5.0,8.0,0.0\
14750,43639.0,57841.0,301.0,50.0,127800.0,1202.0,4277.0,4080.0,4.0,0.0,39.0,228.0,137.0,11.0\
14480,29381.0,75921.0,217.0,42.9,-666666666.0,-666666666.0,904.0,867.0,30.0,0.0,0.0,7.0,7.0,0.0\
14487,33317.0,73780.0,118.0,45.4,165400.0,1425.0,5997.0,5631.0,6.0,14.0,73.0,62.0,220.0,0.0\
14706,32728.0,60118.0,721.0,47.7,119900.0,1310.0,6110.0,5639.0,98.0,83.0,77.0,53.0,213.0,0.0\
14709,29649.0,50515.0,217.0,46.7,79800.0,1032.0,1421.0,1386.0,2.0,0.0,20.0,25.0,10.0,0.0\
14710,31096.0,58537.0,572.0,51.2,104900.0,1072.0,3244.0,3187.0,0.0,6.0,32.0,22.0,19.0,0.0\
14711,23218.0,57800.0,181.0,36.1,70200.0,934.0,1874.0,1793.0,1.0,6.0,15.0,9.0,50.0,0.0\
14729,31281.0,65156.0,112.0,37.1,118100.0,1350.0,990.0,987.0,2.0,0.0,0.0,3.0,0.0,0.0\
14011,27971.0,67877.0,328.0,41.2,133100.0,1236.0,8864.0,7281.0,1110.0,40.0,14.0,651.0,120.0,0.0\
14020,29516.0,53634.0,3056.0,42.3,110200.0,1220.0,22060.0,19470.0,898.0,29.0,333.0,888.0,938.0,14.0\
14030,31436.0,76452.0,197.0,36.9,158800.0,1252.0,1882.0,1856.0,2.0,13.0,0.0,48.0,11.0,0.0\
14132,32530.0,78558.0,422.0,45.6,155500.0,1469.0,5999.0,5285.0,28.0,395.0,109.0,68.0,112.0,32.0\
14201,24052.0,29814.0,4537.0,33.2,224700.0,1325.0,11192.0,5429.0,2530.0,91.0,185.0,4419.0,996.0,445.0\
14206,24559.0,40005.0,4584.0,39.6,80200.0,879.0,20064.0,15074.0,2229.0,150.0,658.0,1552.0,822.0,491.0\
14210,23764.0,43317.0,3110.0,42.4,85400.0,900.0,14148.0,11766.0,988.0,291.0,159.0,1345.0,527.0,340.0\
14222,44813.0,70215.0,1315.0,31.9,335400.0,1809.0,15103.0,11087.0,2185.0,36.0,665.0,1143.0,618.0,591.0\
14301,22021.0,31244.0,3874.0,41.9,60000.0,874.0,11838.0,7745.0,3055.0,60.0,68.0,788.0,668.0,180.0\
14304,31367.0,56780.0,2593.0,44.6,112300.0,1127.0,29001.0,25854.0,939.0,323.0,592.0,977.0,903.0,153.0\
14454,24930.0,47351.0,2721.0,21.8,173300.0,1428.0,11237.0,10087.0,347.0,6.0,369.0,667.0,324.0,86.0\
14466,33577.0,79410.0,71.0,55.3,141100.0,1133.0,1526.0,1488.0,0.0,0.0,0.0,0.0,0.0,17.0\
14469,33983.0,59698.0,493.0,51.9,149700.0,1340.0,5646.0,5489.0,44.0,2.0,15.0,50.0,84.0,0.0\
14472,48572.0,109841.0,442.0,43.5,275700.0,2147.0,9271.0,8927.0,48.0,0.0,29.0,105.0,267.0,0.0\
14504,26848.0,53229.0,142.0,39.3,95300.0,1015.0,1593.0,1537.0,2.0,5.0,25.0,17.0,24.0,0.0\
14507,33338.0,59722.0,148.0,58.2,141100.0,1336.0,894.0,843.0,27.0,0.0,5.0,12.0,15.0,0.0\
14514,37485.0,71795.0,513.0,46.4,165500.0,1507.0,6293.0,5476.0,411.0,12.0,74.0,80.0,301.0,0.0\
14532,28763.0,60000.0,428.0,39.6,151300.0,1371.0,3998.0,3898.0,3.0,0.0,0.0,128.0,79.0,15.0\
14533,29105.0,57009.0,176.0,41.9,148400.0,1311.0,2254.0,2135.0,8.0,1.0,3.0,74.0,33.0,0.0\
14555,39434.0,54821.0,142.0,56.9,153400.0,1406.0,1048.0,938.0,53.0,0.0,0.0,15.0,45.0,0.0\
14769,26547.0,52045.0,180.0,52.2,80000.0,933.0,996.0,988.0,2.0,0.0,0.0,40.0,4.0,2.0\
14731,35383.0,62813.0,124.0,54.2,237500.0,1540.0,1291.0,1244.0,0.0,15.0,0.0,5.0,31.0,0.0\
14740,31791.0,58947.0,68.0,60.4,89600.0,1053.0,1032.0,1014.0,0.0,0.0,0.0,4.0,14.0,0.0\
14743,23003.0,39558.0,429.0,47.4,74200.0,1017.0,1938.0,1754.0,115.0,8.0,7.0,23.0,54.0,0.0\
14760,28232.0,47782.0,3585.0,42.4,85000.0,1118.0,17567.0,16158.0,464.0,217.0,237.0,260.0,443.0,136.0\
85143,27035.0,73036.0,3123.0,37.3,224000.0,1396.0,41329.0,33898.0,1318.0,785.0,1444.0,8872.0,2032.0,0.0\
85145,26040.0,75035.0,442.0,32.3,174800.0,1169.0,3893.0,3412.0,0.0,39.0,68.0,823.0,318.0,0.0\
85147,14187.0,26136.0,1186.0,32.0,95100.0,-666666666.0,4188.0,438.0,6.0,3594.0,0.0,377.0,99.0,11.0\
85172,23360.0,57400.0,277.0,26.9,116300.0,-666666666.0,1497.0,978.0,7.0,145.0,0.0,988.0,165.0,0.0\
85173,22401.0,33175.0,607.0,54.3,103400.0,989.0,3155.0,2261.0,0.0,34.0,125.0,2024.0,422.0,0.0\
85192,21346.0,55521.0,661.0,48.6,127300.0,1068.0,2669.0,2183.0,0.0,112.0,4.0,1502.0,171.0,0.0\
85193,21890.0,39813.0,1418.0,35.1,83900.0,1182.0,5946.0,4877.0,49.0,376.0,22.0,3054.0,343.0,0.0\
85194,30933.0,62932.0,1198.0,55.7,229400.0,1459.0,8283.0,6966.0,43.0,479.0,89.0,2233.0,178.0,0.0\
85209,34939.0,64663.0,3022.0,45.6,245200.0,1488.0,40294.0,34517.0,1103.0,243.0,1334.0,6100.0,2088.0,184.0\
85266,77839.0,134658.0,710.0,60.1,766900.0,2857.0,13596.0,12376.0,22.0,16.0,684.0,350.0,328.0,13.0\
85286,44036.0,102137.0,1910.0,34.8,378700.0,2069.0,45444.0,31223.0,2445.0,281.0,7664.0,7905.0,2472.0,146.0\
85295,39366.0,101090.0,1417.0,31.8,348100.0,1836.0,48814.0,38642.0,1804.0,430.0,3432.0,9730.0,3143.0,108.0\
85297,35214.0,107651.0,1844.0,31.3,352200.0,1891.0,32706.0,25422.0,1694.0,497.0,2045.0,5579.0,1655.0,43.0\
85298,43872.0,111763.0,953.0,39.1,400200.0,2047.0,32742.0,28057.0,663.0,79.0,1964.0,3816.0,1599.0,31.0\
85341,,-666666666.0,51.0,59.9,-666666666.0,-666666666.0,51.0,51.0,0.0,0.0,0.0,51.0,0.0,0.0\
85343,27159.0,-666666666.0,0.0,37.9,-666666666.0,2633.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0\
85352,16384.0,29250.0,123.0,45.9,79500.0,-666666666.0,495.0,312.0,0.0,0.0,0.0,366.0,67.0,0.0\
85371,9567.0,21250.0,207.0,24.1,9999.0,-666666666.0,310.0,32.0,0.0,190.0,0.0,168.0,17.0,0.0\
85377,80828.0,109883.0,194.0,67.7,724200.0,2187.0,3589.0,3574.0,1.0,3.0,0.0,40.0,9.0,0.0\
85383,45934.0,118125.0,1957.0,39.8,405700.0,2137.0,58375.0,47070.0,1420.0,361.0,5375.0,6154.0,3253.0,93.0\
85387,37860.0,72675.0,685.0,64.0,326700.0,1551.0,11141.0,9907.0,160.0,0.0,148.0,1538.0,119.0,46.0\
85388,28825.0,78597.0,1816.0,35.3,275200.0,1535.0,33455.0,28049.0,1512.0,23.0,1216.0,8077.0,1444.0,0.0\
85392,30783.0,73652.0,2952.0,32.9,251700.0,1453.0,38795.0,25448.0,3534.0,613.0,1871.0,16823.0,3710.0,98.0\
85395,39851.0,91920.0,1526.0,44.4,361800.0,1851.0,30013.0,22963.0,1798.0,709.0,1324.0,6339.0,1853.0,101.0\
85396,34989.0,99477.0,1619.0,36.7,307000.0,1744.0,25272.0,18685.0,971.0,126.0,289.0,8646.0,3470.0,140.0\
85551,20251.0,64919.0,37.0,31.9,129200.0,1188.0,555.0,393.0,4.0,0.0,0.0,440.0,153.0,0.0\
85620,14863.0,38403.0,326.0,29.2,65300.0,656.0,985.0,588.0,0.0,0.0,5.0,922.0,333.0,0.0\
85622,49766.0,62210.0,152.0,72.9,244200.0,1135.0,5785.0,5664.0,9.0,0.0,31.0,167.0,79.0,0.0\
85626,15316.0,36058.0,117.0,32.4,85000.0,817.0,817.0,700.0,0.0,0.0,0.0,795.0,0.0,0.0\
85658,49187.0,90114.0,329.0,60.8,378900.0,1832.0,10797.0,9997.0,120.0,48.0,261.0,1190.0,340.0,0.0\
85707,22574.0,-666666666.0,0.0,21.5,-666666666.0,-666666666.0,717.0,456.0,203.0,0.0,7.0,101.0,34.0,0.0\
85723,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0\
85724,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0\
85726,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0\
85755,51441.0,91817.0,633.0,58.3,340100.0,2062.0,17100.0,15178.0,249.0,61.0,447.0,2176.0,878.0,66.0\
85756,20154.0,53995.0,4926.0,34.6,144700.0,1176.0,43677.0,25800.0,3462.0,1731.0,700.0,25858.0,4966.0,123.0\
85757,21435.0,58961.0,3277.0,32.8,185700.0,1338.0,20100.0,9282.0,377.0,3561.0,398.0,12690.0,1814.0,71.0\
85912,13208.0,20563.0,217.0,49.5,102200.0,936.0,344.0,176.0,0.0,0.0,0.0,155.0,26.0,0.0\
85203,27434.0,60412.0,5561.0,32.2,270200.0,1526.0,40112.0,30502.0,2416.0,1872.0,774.0,11232.0,2511.0,482.0\
85301,16611.0,38454.0,21430.0,29.3,146100.0,1128.0,69181.0,42903.0,7593.0,1119.0,1057.0,43170.0,9908.0,1257.0\
85365,28335.0,56409.0,6668.0,35.0,143400.0,1349.0,53355.0,38426.0,1322.0,386.0,954.0,24067.0,5678.0,80.0\
45215,36784.0,55990.0,5357.0,38.7,150200.0,1341.0,30416.0,19248.0,8855.0,21.0,731.0,775.0,1191.0,121.0\
45877,33986.0,61875.0,143.0,43.9,129400.0,973.0,2047.0,1935.0,8.0,0.0,19.0,91.0,67.0,0.0\
21767,30940.0,70400.0,27.0,42.4,178700.0,1133.0,694.0,688.0,0.0,0.0,0.0,0.0,6.0,0.0\
21773,47328.0,120348.0,142.0,44.9,369200.0,2382.0,5404.0,5087.0,65.0,4.0,62.0,200.0,179.0,34.0\
21777,45153.0,112155.0,51.0,36.9,335700.0,2429.0,2067.0,1627.0,230.0,0.0,59.0,179.0,140.0,100.0\
21778,30532.0,54531.0,52.0,49.9,248000.0,1996.0,930.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0\
21228,42303.0,91178.0,3449.0,42.2,305600.0,1858.0,49438.0,30795.0,9544.0,321.0,6127.0,2584.0,1803.0,740.0\
21522,35011.0,64286.0,40.0,43.3,-666666666.0,1208.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0\
21010,33377.0,80640.0,0.0,22.1,-666666666.0,-666666666.0,329.0,267.0,51.0,0.0,0.0,36.0,0.0,0.0\
21090,40927.0,94487.0,631.0,38.4,313200.0,1880.0,9715.0,9027.0,377.0,13.0,154.0,261.0,84.0,95.0\
21102,41777.0,97399.0,233.0,42.8,324100.0,2066.0,12043.0,11379.0,317.0,55.0,25.0,167.0,245.0,0.0\
56241,30876.0,55391.0,437.0,40.4,142100.0,1272.0,3753.0,3306.0,46.0,251.0,4.0,244.0,139.0,0.0\
56251,35778.0,67321.0,59.0,46.7,163400.0,1375.0,810.0,799.0,4.0,0.0,0.0,8.0,0.0,3.0\
56680,41229.0,44167.0,18.0,64.0,175000.0,1203.0,118.0,110.0,0.0,8.0,0.0,0.0,0.0,0.0\
56007,29472.0,49914.0,2218.0,44.3,117800.0,1073.0,20994.0,18304.0,331.0,125.0,660.0,2797.0,785.0,62.0\
56028,40055.0,81429.0,41.0,46.4,284400.0,1765.0,1180.0,1166.0,0.0,0.0,3.0,9.0,0.0,0.0\
56037,31434.0,69375.0,126.0,44.1,201700.0,1272.0,1662.0,1624.0,0.0,3.0,1.0,40.0,28.0,0.0\
41168,21521.0,57708.0,499.0,37.5,115800.0,1250.0,3769.0,3755.0,14.0,0.0,0.0,15.0,0.0,17.0\
41169,33364.0,56410.0,715.0,47.8,126900.0,1077.0,4867.0,4787.0,0.0,0.0,14.0,0.0,66.0,0.0\
41189,19743.0,33819.0,582.0,45.6,75100.0,1017.0,1852.0,1818.0,0.0,0.0,0.0,0.0,34.0,0.0\
41365,11249.0,9431.0,364.0,46.0,46100.0,-666666666.0,466.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0\
41367,20599.0,-666666666.0,47.0,58.7,-666666666.0,-666666666.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0\
41049,20897.0,35433.0,589.0,48.5,125300.0,988.0,2244.0,2120.0,17.0,0.0,93.0,14.0,0.0,0.0\
41051,31632.0,82591.0,1901.0,35.8,181700.0,1376.0,29846.0,28774.0,270.0,38.0,371.0,336.0,302.0,101.0\
41055,41288.0,71250.0,228.0,40.3,178000.0,1239.0,1800.0,1756.0,25.0,0.0,0.0,0.0,19.0,0.0\
41094,35002.0,83325.0,1327.0,33.3,208200.0,1390.0,15612.0,15089.0,28.0,0.0,171.0,656.0,94.0,8.0\
41139,25854.0,51907.0,1189.0,41.2,95300.0,1037.0,7778.0,7465.0,145.0,0.0,44.0,56.0,118.0,10.0\
41149,9616.0,33795.0,333.0,28.4,-666666666.0,594.0,627.0,625.0,0.0,0.0,0.0,0.0,2.0,0.0\
41183,26099.0,55686.0,112.0,42.7,100000.0,936.0,1639.0,1559.0,72.0,8.0,0.0,26.0,0.0,0.0\
41219,14610.0,22028.0,812.0,41.7,97800.0,758.0,1700.0,1668.0,0.0,0.0,0.0,0.0,32.0,0.0\
41230,18544.0,33793.0,2424.0,42.1,94100.0,1085.0,11513.0,11148.0,53.0,0.0,150.0,205.0,154.0,0.0\
41250,18850.0,45775.0,108.0,44.4,65800.0,928.0,1436.0,1436.0,0.0,0.0,0.0,0.0,0.0,0.0\
41254,11978.0,35732.0,23.0,23.1,-666666666.0,943.0,504.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0\
52302,37504.0,74630.0,3037.0,38.8,180700.0,1449.0,41745.0,39313.0,610.0,153.0,538.0,1332.0,1020.0,65.0\
52317,40451.0,89233.0,848.0,31.3,245300.0,1777.0,20874.0,17606.0,1012.0,0.0,1031.0,1102.0,991.0,112.0\
52324,40372.0,105625.0,111.0,36.8,230000.0,1697.0,1740.0,1629.0,0.0,0.0,65.0,26.0,26.0,0.0\
52337,26727.0,62750.0,29.0,33.1,105700.0,1144.0,872.0,864.0,5.0,0.0,0.0,5.0,3.0,0.0\
52341,41538.0,91651.0,12.0,42.2,346200.0,1231.0,1331.0,1266.0,15.0,0.0,16.0,44.0,34.0,0.0\
52352,29895.0,71594.0,145.0,40.2,164100.0,1436.0,1832.0,1818.0,5.0,0.0,0.0,0.0,9.0,8.0\
52362,26337.0,59583.0,156.0,42.8,90000.0,1161.0,1061.0,1051.0,2.0,0.0,3.0,5.0,5.0,3.0\
52624,46341.0,127636.0,0.0,49.5,-666666666.0,1311.0,422.0,416.0,0.0,6.0,0.0,6.0,0.0,0.0\
52659,25613.0,43098.0,75.0,44.0,98100.0,983.0,1341.0,1315.0,0.0,0.0,11.0,39.0,15.0,0.0\
52701,18016.0,53125.0,33.0,32.0,89300.0,1083.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0\
52737,25267.0,65395.0,22.0,47.8,79700.0,903.0,387.0,239.0,0.0,2.0,5.0,213.0,5.0,0.0\
52750,29370.0,72321.0,38.0,40.5,139200.0,1273.0,569.0,546.0,0.0,0.0,0.0,0.0,23.0,0.0\
52778,40394.0,62388.0,58.0,42.9,139400.0,1215.0,3866.0,3730.0,0.0,17.0,13.0,174.0,36.0,0.0\
52765,51417.0,95260.0,18.0,58.5,175000.0,1545.0,332.0,326.0,0.0,0.0,2.0,0.0,4.0,0.0\
52595,17081.0,47292.0,64.0,22.3,77000.0,907.0,485.0,414.0,5.0,2.0,1.0,0.0,63.0,0.0\
52623,33607.0,75598.0,84.0,46.8,151000.0,1313.0,1850.0,1801.0,36.0,0.0,8.0,37.0,3.0,0.0\
52722,45245.0,86202.0,2463.0,40.3,237300.0,1616.0,37835.0,32956.0,1013.0,40.0,2119.0,1760.0,1509.0,98.0\
52747,35321.0,68063.0,150.0,42.2,174200.0,1334.0,1945.0,1855.0,0.0,0.0,51.0,27.0,39.0,0.0\
52769,35740.0,79554.0,27.0,38.7,221200.0,1353.0,636.0,621.0,0.0,2.0,3.0,6.0,10.0,0.0\
52804,26812.0,52395.0,4680.0,37.3,122900.0,1121.0,28169.0,22148.0,2862.0,66.0,960.0,2810.0,1685.0,23.0\
52620,27524.0,58929.0,66.0,43.2,106900.0,1102.0,898.0,825.0,10.0,0.0,11.0,3.0,50.0,5.0\
52621,36256.0,85167.0,32.0,34.2,137500.0,1489.0,820.0,806.0,0.0,0.0,5.0,25.0,7.0,0.0\
63031,28971.0,64401.0,4355.0,37.1,107500.0,1169.0,49110.0,26713.0,19138.0,88.0,582.0,970.0,2166.0,220.0\
63036,37549.0,55946.0,72.0,56.4,171600.0,1366.0,1226.0,1170.0,0.0,0.0,0.0,56.0,56.0,0.0\
63060,26053.0,50197.0,300.0,45.5,117300.0,978.0,2117.0,2089.0,5.0,0.0,0.0,38.0,0.0,0.0\
63070,26777.0,64176.0,773.0,37.1,135900.0,1177.0,8030.0,7788.0,21.0,35.0,0.0,122.0,186.0,1.0\
63091,29261.0,65972.0,119.0,33.9,180600.0,1349.0,1457.0,1332.0,0.0,0.0,107.0,6.0,18.0,0.0\
63105,67513.0,105597.0,1479.0,30.2,564100.0,2862.0,18698.0,14227.0,1384.0,3.0,2158.0,700.0,763.0,277.0\
63112,28198.0,36506.0,4356.0,34.5,160400.0,1485.0,17531.0,4244.0,11679.0,43.0,564.0,936.0,740.0,883.0\
63114,25394.0,46664.0,4909.0,37.1,86700.0,1022.0,34862.0,20487.0,9405.0,112.0,903.0,3969.0,1323.0,310.0\
63119,47473.0,85257.0,1570.0,40.8,265800.0,1750.0,33752.0,28518.0,2575.0,14.0,519.0,772.0,1968.0,251.0\
63125,26973.0,53102.0,3445.0,37.6,130100.0,1096.0,33619.0,30222.0,1424.0,87.0,891.0,794.0,658.0,315.0\
63130,53437.0,72793.0,3982.0,36.2,262600.0,1817.0,29080.0,16026.0,9826.0,125.0,1675.0,590.0,1231.0,1073.0\
63135,24543.0,47272.0,4063.0,34.9,78300.0,1126.0,22143.0,5691.0,14792.0,16.0,100.0,582.0,1156.0,377.0\
63143,34343.0,49611.0,969.0,33.4,176600.0,1352.0,9089.0,6785.0,1339.0,0.0,233.0,206.0,625.0,428.0\
63146,47366.0,72813.0,1955.0,41.1,232400.0,1645.0,31148.0,21257.0,4656.0,58.0,4065.0,749.0,942.0,115.0\
63304,47615.0,101663.0,1275.0,40.7,256900.0,1667.0,42586.0,38704.0,1624.0,48.0,920.0,1030.0,1198.0,0.0\
63348,46063.0,106422.0,152.0,44.9,316900.0,1726.0,8060.0,7763.0,45.0,0.0,5.0,71.0,197.0,0.0\
63357,27287.0,80097.0,438.0,38.1,183200.0,1193.0,7160.0,6881.0,70.0,7.0,137.0,89.0,33.0,7.0\
63382,17510.0,40733.0,402.0,38.1,72800.0,875.0,4445.0,3762.0,453.0,41.0,20.0,51.0,153.0,0.0\
63431,26343.0,-666666666.0,61.0,47.2,119900.0,1614.0,380.0,314.0,66.0,0.0,0.0,66.0,0.0,0.0\
63469,34105.0,55000.0,79.0,50.2,97900.0,1228.0,1000.0,977.0,11.0,0.0,0.0,0.0,12.0,0.0\
95066,59437.0,109894.0,911.0,47.5,859900.0,3165.0,15275.0,12346.0,52.0,172.0,1176.0,1813.0,1003.0,59.0\
95120,82524.0,207959.0,1296.0,47.0,1450700.0,4001.0,38177.0,19961.0,677.0,115.0,13985.0,2610.0,2889.0,546.0\
95123,48430.0,121404.0,4268.0,37.6,851400.0,3193.0,70005.0,37386.0,2376.0,379.0,17727.0,19856.0,6613.0,1131.0\
95225,28170.0,85532.0,133.0,58.8,325000.0,-666666666.0,618.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0\
95228,41597.0,84885.0,321.0,54.0,358900.0,1900.0,4486.0,3803.0,150.0,0.0,84.0,671.0,355.0,0.0\
95242,42281.0,75491.0,2059.0,40.2,404200.0,2131.0,27340.0,19320.0,529.0,40.0,1847.0,6748.0,4001.0,46.0\
95250,23503.0,-666666666.0,0.0,48.9,-666666666.0,-666666666.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0\
95258,45785.0,94464.0,181.0,45.7,427200.0,2345.0,3820.0,3294.0,156.0,0.0,41.0,691.0,299.0,9.0\
95301,26936.0,60993.0,6448.0,34.5,277700.0,1646.0,39922.0,22887.0,1801.0,416.0,2441.0,20233.0,2099.0,68.0\
95324,32345.0,70045.0,886.0,33.8,322200.0,1688.0,8738.0,5510.0,0.0,80.0,16.0,3471.0,841.0,0.0\
95330,26461.0,89653.0,2645.0,32.7,386500.0,2069.0,24096.0,10334.0,1588.0,308.0,6373.0,9698.0,2479.0,133.0\
95346,41336.0,77557.0,93.0,59.9,332000.0,1681.0,1159.0,1143.0,0.0,0.0,16.0,27.0,0.0,0.0\
95365,15066.0,45640.0,1306.0,30.0,150000.0,941.0,4292.0,1702.0,0.0,26.0,0.0,4162.0,68.0,0.0\
95380,23565.0,48137.0,9048.0,31.7,298100.0,1600.0,43973.0,32706.0,676.0,267.0,1041.0,22555.0,2532.0,83.0\
95385,25547.0,70189.0,19.0,35.0,-666666666.0,-666666666.0,430.0,404.0,0.0,0.0,0.0,209.0,26.0,0.0\
95389,34468.0,39097.0,198.0,44.3,650700.0,-666666666.0,1464.0,1117.0,104.0,0.0,60.0,317.0,24.0,63.0\
95405,46174.0,94411.0,1411.0,46.0,620700.0,2395.0,22875.0,18889.0,351.0,183.0,868.0,2829.0,1497.0,58.0\
95412,29691.0,69375.0,68.0,41.1,430000.0,2375.0,485.0,293.0,0.0,76.0,6.0,126.0,0.0,0.0\
95431,8952.0,-666666666.0,37.0,63.6,-666666666.0,-666666666.0,121.0,83.0,8.0,15.0,9.0,7.0,1.0,0.0\
95436,42256.0,75417.0,541.0,42.6,549700.0,2447.0,6602.0,5358.0,37.0,41.0,210.0,503.0,776.0,21.0\
95441,56340.0,111198.0,161.0,49.9,1043100.0,2722.0,1696.0,1345.0,12.0,8.0,31.0,378.0,87.0,4.0\
95451,31721.0,54189.0,1528.0,43.1,257800.0,1625.0,12031.0,8508.0,463.0,20.0,45.0,3535.0,811.0,1.0\
95462,36217.0,45417.0,93.0,57.5,511500.0,2226.0,1224.0,1136.0,0.0,0.0,53.0,56.0,35.0,16.0\
95470,34059.0,63969.0,556.0,43.8,456600.0,2288.0,5359.0,4382.0,0.0,291.0,35.0,1489.0,305.0,0.0\
95472,50154.0,95417.0,2367.0,51.3,851400.0,2842.0,29690.0,25166.0,232.0,38.0,514.0,4111.0,1829.0,197.0\
95482,30199.0,56556.0,5420.0,39.4,377900.0,1938.0,31714.0,25307.0,161.0,1028.0,976.0,10641.0,2256.0,23.0\
95497,57474.0,78125.0,109.0,67.8,935300.0,3043.0,1156.0,1078.0,0.0,0.0,8.0,194.0,0.0,0.0\
95503,31324.0,57565.0,4160.0,42.7,324200.0,1724.0,24631.0,20516.0,159.0,467.0,1104.0,2106.0,1741.0,96.0\
